N,CODIGO_PROYECTO,SUBDIRECCION,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,AGNO_CONCURSO,AGNO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO_DE_EVALUACION,DURACION_MESES,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,MACROZONA_MINCIENCIA,REGION_EJECUCION,MONTO_ADJUDICADO,NOTA_MONTO,MONEDA,PALABRAS_CLAVES
6211,1970071,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,PATRONES DE ASENTAMIENTO DE CAZADORES RECOLECTORES DEL PERIODO ARCAICO EN LA CORDILLERA ANDINA DE CHILE CENTRAL SECUENCIA Y CAMBIO,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,36,PERSONA NATURAL,LUIS EDUARDO CORNEJO BUSTAMANTE,HOMBRE,FUNDACION FAMILIA LARRAIN ECHEÑIQUE-MUSEO CHILENO DE ARTE PRECOLOMBINO,RM,REGION METROPOLITANA DE SANTIAGO,40908,NA,Miles de pesos (M$),SIN INFORMACION
6212,1970073,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,UNA EXPLORACION DE LA ICONOGRAFIA DEL PODER EN TIWANAKU Y SU ROL EN LA INTEGRACION DE ZONAS DE FRONTERA.,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,36,PERSONA NATURAL,JOSE ANGEL BERENGUER RODRIGUEZ,HOMBRE,FUNDACION FAMILIA LARRAIN ECHEÑIQUE-MUSEO CHILENO DE ARTE PRECOLOMBINO,RM,REGION METROPOLITANA DE SANTIAGO,29912,NA,Miles de pesos (M$),SIN INFORMACION
6213,1970076,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,PROSTIMERIAS DE LA HISTORIA NAVAL DEL REINO DE CHILE Y NACIMIENTO DE NUESTRO PODER NAVAL (1810-1826),HUMANIDADES,HISTORIA DE CHILE,HISTORIA,36,PERSONA NATURAL,SERGIO ISIDORO VAZQUEZ DE ACUNA GARCIA DEL POSTIGO,HOMBRE,PARTICULAR,RM,REGION METROPOLITANA DE SANTIAGO,16091,NA,Miles de pesos (M$),SIN INFORMACION
6214,1970084,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,DESARROLLO OPTIMO DE PROCESOS DE SEPARACION POR MEMBRANAS ULTRAFILTRACION Y OSMOSIS INVERSA DE CARBOHIDRATOS,INGENIERIA Y TECNOLOGIA,PROCESAMIENTO Y TECNOLOGIA DE ALIMENTOS,INGENIERIA 3,36,PERSONA NATURAL,ALDO IVAN SAAVEDRA FENOGLIO,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,41291,NA,Miles de pesos (M$),SIN INFORMACION
6215,1970088,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,GENEROVULNERABILIDAD Y POBREZA EN LOS ASALARIADOS TEMPORALES DEL SECTOR FRUTICOLA Y FORESTAL DE LA REGION DEL MAULE,CIENCIAS SOCIALES,SOCIOLOGIA,SOCIOLOGIA CS I,36,PERSONA NATURAL,XIMENA VALDES SUBERCASEAUX,MUJER,CENTRO DE ESTUDIOS PARA EL DESARROLLO DE LA MUJER (CEDEM),RM,REGION METROPOLITANA DE SANTIAGO,17461,NA,Miles de pesos (M$),SIN INFORMACION
6216,1970097,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,LA RESILIENCIA Y SUS FACTORES ASOCIADOS EN LOS NINOS Y NINAS CHILENOS DE LA POBREZA URBANA EN CHILE.,CIENCIAS SOCIALES,PSICOLOGIA,SICOLOGIA,24,PERSONA NATURAL,IRMA EMILIA CACERES ORELLANA,MUJER,CENTRO DE ESTUDIOS Y ATENCION DEL NIÑO Y LA MUJER,RM,REGION METROPOLITANA DE SANTIAGO,16410,NA,Miles de pesos (M$),SIN INFORMACION
6217,1970105,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,POBLACIONES AGROALFARERAS TEMPRANAS EN EL AMBITO LACUSTRE PRECORDILLERANA EL CASO DEL LAGO CALAFQUEN (IX Y X REGION),CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,36,PERSONA NATURAL,LEONOR ISABEL ADAN ALFARO,MUJER,SOCIEDAD CHILENA DE ARQUEOLOGIA,RM,REGION METROPOLITANA DE SANTIAGO,33437,NA,Miles de pesos (M$),SIN INFORMACION
6218,1970109,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,LA COMPLEMENTACION ECONOMICA CHILENO-ARGENTINA COMO UN NUEVO FACTOR DE AMENAZA A LA SEGURIDAD,CIENCIAS SOCIALES,CIENICAS JURIDICAS Y POLITICAS,CS. JURIDICAS Y POL.,12,PERSONA NATURAL,CLAUDIO ANDRES FUENTES SAAVEDRA,HOMBRE,FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES (FLACSO CHILE),RM,REGION METROPOLITANA DE SANTIAGO,4879,NA,Miles de pesos (M$),SIN INFORMACION
6219,1970110,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,EL COLOR EN LOS TEXTILES PRECOLOMBINOS DE LOS ANDES DESARROLLO DE UN SISTEMA TECNOLOGICO DE MEDICION REGISTRO Y REPRODUCCION DE LOS COLORES EN LOS TEXTILES PARA SU APLICACION CONTEMPORANEA,CIENCIAS SOCIALES,DISEÑO,ARTES Y ARQUITECTURA,24,PERSONA NATURAL,MARIA CELINA RODRIGUEZ OLEA,MUJER,FUNDACION FAMILIA LARRAIN ECHEÑIQUE-MUSEO CHILENO DE ARTE PRECOLOMBINO,RM,REGION METROPOLITANA DE SANTIAGO,26300,NA,Miles de pesos (M$),SIN INFORMACION
6220,1970114,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,CONTAMINACION ATMOSFERICA Y MORTALIDAD IDENTIFICACION DE CONTAMINANTES RESPONSABLES Y DE NIVELES UMBRALES.,CIENCIAS MEDICAS Y DE LA SALUD,HIGIENE Y SALUD PUBLICA (EPIDEMIOLOGIA,MEDICINA 2,24,PERSONA NATURAL,LUIS ABDON CIFUENTES LIRA,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,30886,NA,Miles de pesos (M$),SIN INFORMACION
6221,1970116,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,TECNICAS ALGORITMICAS EN OPTIMIZACION ROBUSTA,INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,INGENIERIA 2,24,PERSONA NATURAL,LUIS EDUARDO CONTESSE BECKER,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,37145,NA,Miles de pesos (M$),SIN INFORMACION
6222,1970117,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,EVALUACION ECONOMICA DE EFECTOS EXTERNOS EN PROYECTOS DE INVERSION EN TRANSPORTE,INGENIERIA Y TECNOLOGIA,INGENIERIA DE TRANSPORTES,INGENIERIA 2,36,PERSONA NATURAL,JUAN DE DIOS ORTUZAR SALAS,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,82663,NA,Miles de pesos (M$),SIN INFORMACION
6223,1970119,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,OPTICAL PROPERTIES OF NOVEL SEMICONDUCTOR NANOSTRUCTURES.,CIENCIAS NATURALES,FISICA TEORICA Y EXPERIMENTAL,FISICA TEORICA Y EXP,24,PERSONA NATURAL,ZDENKA MAGDALENA BARTICEVIC ANTONIJEVIC,MUJER,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,CENTRO,REGION DE VALPARAISO,25280,NA,Miles de pesos (M$),SIN INFORMACION
6224,1970121,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,MANIPULACION DE LAS CONCENTRACIONES ENDOGENAS DE LAS FITOHORMONAS ACIDO ABSCISICO Y ACIDO JASMONICO MEDIANTE LAS TECNICAS DE SOBRE-EXPRESION Y ARN-ANTISENTIDO EN PLANTAS TRANSGENICAS.,CIENCIAS NATURALES,BIOLOGIA MOLECULAR,BIOLOGIA 3,36,PERSONA NATURAL,HUGO ALBERTO PEÑA CORTES,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,82251,NA,Miles de pesos (M$),SIN INFORMACION
6225,1970122,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,MEASUREMENT OF SURFACE PHOTOELECTRIC EFFECT ON SIMPLE METALS,CIENCIAS NATURALES,FISICA TEORICA Y EXPERIMENTAL,FISICA TEORICA Y EXP,24,PERSONA NATURAL,PATRICIO HABERLE TAPIA,HOMBRE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,CENTRO,REGION DE VALPARAISO,29800,NA,Miles de pesos (M$),SIN INFORMACION
6226,1970124,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,TERPENOIDE Y COMPUESTOS AROMATICOS DE ESPECIES DE LOS GENEROS CALCEOLARIA Y NOLANA,CIENCIAS NATURALES,QUIMICA,QUIMICA 2,36,PERSONA NATURAL,JUAN ANTONIO GARBARINO BACIGALUPO,HOMBRE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,CENTRO,REGION DE VALPARAISO,60257,NA,Miles de pesos (M$),SIN INFORMACION
6227,1970135,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,LA CORPORACION ARAUCANA (1938-1969) UNA APROXIMACION DESDE LA HISTORIA ORAL MAPUCHE.,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,24,PERSONA NATURAL,PABLO ALBERTO MARIMAN QUEMENADO,HOMBRE,CENTRO DE ESTUDIOS Y DOCUMENTACION MAPUCHE LIWEN,SUR,REGION DE LA ARAUCANIA,13864,NA,Miles de pesos (M$),SIN INFORMACION
6228,1970136,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,ESTABLECIMIENTO DE UN SISTEMA DE ANTICUERPOS MONOCLONALES IDIOTIPO-ANTI-IDIOTIPO PARA DOSAR MOLLEROSINA EN HARINA DE PESCADO,CIENCIAS NATURALES,INMUNOLOGIA,BIOLOGIA 2,24,PERSONA NATURAL,MARIA INES BECKER CONTRERAS,MUJER,BIOSONDA S.A,RM,REGION METROPOLITANA DE SANTIAGO,29331,NA,Miles de pesos (M$),SIN INFORMACION
6229,1970145,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,SISTEMA DE EVALUACION DE IMPACTO AMBIENTAL Y PREVENCION DE CONFLICTOS UN ESTUDIO DE CASOS,CIENCIAS SOCIALES,SOCIOLOGIA,SOCIOLOGIA CS I,24,PERSONA NATURAL,GUILLERMO GEISSE GROVE,HOMBRE,CENTRO DE INVESTIGACION Y PLANIFICACION DEL MEDIO AMBIENTE,RM,REGION METROPOLITANA DE SANTIAGO,17907,NA,Miles de pesos (M$),SIN INFORMACION
6230,1970146,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,ORALIDAD Y ESCRITURA COMO ACTOS COMUNICATIVOS,HUMANIDADES,LINGUISTICA LITERATURA Y FILOLOGIA,LINGUISTICALITERATU,24,PERSONA NATURAL,JAIME IGOR ARAOS SAN MARTIN,HOMBRE,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,RM,REGION METROPOLITANA DE SANTIAGO,9641,NA,Miles de pesos (M$),SIN INFORMACION
6231,1970148,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,REFORMAS ECONOMICAS EN CHILE UNA PERSPECTIVA INSTITUCIONAL,CIENCIAS SOCIALES,CS. ECONOMICAS Y ADMINISTRATIVAS,CS. ECONOM/ADMI,24,PERSONA NATURAL,RAIMUNDO SOTO MERINO,HOMBRE,INSTITUTO LATINOAMERICANO DE DOCTRINA Y ESTUDIOS SOCIALES (ILADES),RM,REGION METROPOLITANA DE SANTIAGO,13615,NA,Miles de pesos (M$),SIN INFORMACION
6232,1970150,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,PRINCIPIOS Y APLICACIONES DE LA TEORIA DE CHERN-SIMONS,CIENCIAS NATURALES,FISICA TEORICA Y EXPERIMENTAL,FISICA TEORICA Y EXP,12,PERSONA NATURAL,MAXIMO BAÑADOS LIRA,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,18948,NA,Miles de pesos (M$),SIN INFORMACION
6233,1970151,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,QUANTUM MECHANICS OF GEOMETRICAL SYSTEMS,CIENCIAS NATURALES,FISICA TEORICA Y EXPERIMENTAL,FISICA TEORICA Y EXP,36,PERSONA NATURAL,CLAUDIO MOISES BUNSTER WEITZMANN,HOMBRE,CENTRO DE ESTUDIOS CIENTIFICOS DE SANTIAGO (CECS),RM,REGION METROPOLITANA DE SANTIAGO,24050,NA,Miles de pesos (M$),SIN INFORMACION
6234,1970156,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,EL FENOMENO DE LA DESERCION EN LA EDUCACION PREESCOLAR CHILENA,CIENCIAS SOCIALES,PSICOLOGIA,SICOLOGIA,24,PERSONA NATURAL,MARIA ANGELICA KOTLIARENCO AZERMAN,MUJER,CENTRO DE ESTUDIOS Y ATENCION DEL NIÑO Y LA MUJER,RM,REGION METROPOLITANA DE SANTIAGO,12060,NA,Miles de pesos (M$),SIN INFORMACION
6235,1970160,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,FLUIDOS HIDROTERMALES MINERALIZADORES EN DEPOSITOS DE METALES PRECIOSOS EN LA FRANJA DE MARICUNGA-COPIAPO,CIENCIAS NATURALES,GEOLOGIA Y MINERALOGIA,CS. DE LA TIERRA,36,PERSONA NATURAL,LUCIA CUITINO GALLEGOS,MUJER,SERVICIO NACIONAL DE GEOLOGIA Y MINERIA (SERNAGEOMIN),RM,REGION METROPOLITANA DE SANTIAGO,27912,NA,Miles de pesos (M$),SIN INFORMACION
6236,1970162,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,ESTUDIO EN FOTORRECEPTORES DE VERTEBRADOS BASES FISIOLOGICAS Y CORRELATOS ECOLOGICOS.,CIENCIAS NATURALES,FISIOLOGIA BIOFISICA,BIOLOGIA 2,36,PERSONA NATURAL,ADRIAN GALO PALACIOS VARGAS,HOMBRE,UNIVERSIDAD DE VALPARAISO,CENTRO,REGION DE VALPARAISO,64288,NA,Miles de pesos (M$),SIN INFORMACION
6237,1970169,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,"""MIGRACION INTERNACIONAL EN CHILE. UN ESTUDIO DE MODELOS DE INSERCION INDENTIDADES Y RELACIONES INTERETNICAS""",CIENCIAS SOCIALES,SOCIOLOGIA,SOCIOLOGIA CS I,36,PERSONA NATURAL,ORLANDO ALFONSO MELLA VALENZUELA,HOMBRE,UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO,RM,REGION METROPOLITANA DE SANTIAGO,21836,NA,Miles de pesos (M$),SIN INFORMACION
6238,1970175,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,INTERACCION DE LAS ANEXINAS I Y II CON MEMBRANAS DE GRANULOS SECRETORES,CIENCIAS NATURALES,BIOLOGIA CELULAR,BIOLOGIA 2,36,PERSONA NATURAL,MILTON RAUL DE LA FUENTE VERA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,51784,NA,Miles de pesos (M$),SIN INFORMACION
6239,1970186,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,"UTILIZACION DE TECNICAS DE ""FINGERPRINTING"" PARA LA DETERMINACION DE IDONEIDADVARIETAL EN VID",CIENCIAS AGRICOLAS,GENETICA VEGETAL,AGRONOMIA,24,PERSONA NATURAL,PATRICIO VICENTE HINRICHSEN RAMIREZ,HOMBRE,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS (INIA),RM,REGION METROPOLITANA DE SANTIAGO,26032,NA,Miles de pesos (M$),SIN INFORMACION
6240,1970192,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,LA PROTECCION DE LA LIBERTAD DE LAS PERSONAS EN EL DERECHO PENAL CHILENO  BALANCE CRITICO Y PERSPECTIVAS.,CIENCIAS SOCIALES,CIENICAS JURIDICAS Y POLITICAS,CS. JURIDICAS Y POL.,12,PERSONA NATURAL,ANTONIO BASCUÑAN RODRIGUEZ,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,9361,NA,Miles de pesos (M$),SIN INFORMACION
6241,1970194,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,ASPECTOS INUMOPATOLOGICOS Y DE CINETICA TUMORAL EN TUMOR VENEREO TRANSMISIBLE CANINO ESPONTANEO Y EXPERIMENTAL  DURANTE SU EVOLUCION NATURAL Y FRENTE A TRATAMIENTO,CIENCIAS MEDICAS Y DE LA SALUD,SALUD Y PRODUCCION ANIMAL,SALUD PROD ANIM,36,PERSONA NATURAL,CARLOS MANUEL GONZALEZ RIVEROS,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,47987,NA,Miles de pesos (M$),SIN INFORMACION
6242,1970202,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,HABITUACION Y VARIACION DE LAS EMISIONES ACUSTICAS DE ANUROS,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LA BIOLOGIA,BIOLOGIA 1,24,PERSONA NATURAL,RIGOBERTO ANTONIO SOLIS MUÑOZ,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,30016,NA,Miles de pesos (M$),SIN INFORMACION
6243,1970204,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,INTERACCION ENTRE MARCADORES INMUNOGENETICOS E INFECCIONES VIRALES EN EL DESARROLLO DE DIABETES MELLITUS INSULINO-DEPENDIENTE EN UN DISENO DE CASOS Y PADRES COMO CONTROLES,CIENCIAS MEDICAS Y DE LA SALUD,ENFERMEDADES DE LA NUTRICION Y ENDOCRINO,MEDICINA 2,36,PERSONA NATURAL,JOSE LUIS SANTOS MARTIN,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,30243,NA,Miles de pesos (M$),SIN INFORMACION
6244,1970206,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,"NUEVOS ""MODO DE DECIR"" Y DE IDENTIDAD EN CHILE (FINES DEL XIX E INICIOS DEL XX)",HUMANIDADES,LINGUISTICA LITERATURA Y FILOLOGIA,LINGUISTICALITERATU,24,PERSONA NATURAL,CARLOS ANDRES OSSANDON BULJEVIC,HOMBRE,UNIVERSIDAD ARTES Y CIENCIAS SOCIALES,RM,REGION METROPOLITANA DE SANTIAGO,11700,NA,Miles de pesos (M$),SIN INFORMACION
6245,1970212,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,MODELOS DE REACTIVIDAD QUIMICA INTRINSECA. ANALISIS TEORICO DE PROCESOS DE TRANSFERENCIA DE PROTON EN FASE GAS,CIENCIAS NATURALES,FISICO-QUIMICA,QUIMICA,36,PERSONA NATURAL,RENATO RUBEN CONTRERAS RAMOS,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,45923,NA,Miles de pesos (M$),SIN INFORMACION
6246,1970214,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,POSITIVE DEFINITE QUADRATIC FORMS OVER NUMBER FIELDS,CIENCIAS NATURALES,TEORIA DE LOS NUMEROS,MATEMATICAS,36,PERSONA NATURAL,MANUEL RICARDO BAEZA RODRIGUEZ,HOMBRE,UNIVERSIDAD DE TALCA,RM,REGION METROPOLITANA DE SANTIAGO,27969,NA,Miles de pesos (M$),SIN INFORMACION
6247,1970216,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,CANALES Y COMPORTAMIENTOS EN EL METABOLISMO DE GLUCOSA EN OOCITOS DE ANFIBIO,CIENCIAS NATURALES,BIOQUIMICA,BIOLOGIA 3,36,PERSONA NATURAL,TITO RONIE URETA ARAVENA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,60410,NA,Miles de pesos (M$),SIN INFORMACION
6248,1970219,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,CONSTRUCTION OF THE AMELOGENIN KNOCKOUT MOUSE A MODEL FOR TOOTH DEVELOPMENT,CIENCIAS MEDICAS Y DE LA SALUD,ODONTOLOGIA ESTOMATOLOGIA Y CIRUGIA MAX,MEDICINA 1,36,PERSONA NATURAL,MOTOE KATO,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,92192,NA,Miles de pesos (M$),SIN INFORMACION
6249,1970226,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,INMUNORREGULACION DE LAS CELULAS NK MEDIADA POR BACTERIAS,CIENCIAS NATURALES,INMUNOLOGIA,BIOLOGIA 2,36,PERSONA NATURAL,JAVIER FERNANDO PUENTE PICCARDO,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,68825,NA,Miles de pesos (M$),SIN INFORMACION
6250,1970230,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,CARACTERIZACION ELECTROQUIMICA Y REACTIVIDAD DE INTERMEDIARIOS REDOX DE COMPUESTOS NITROARIL O- M-SUBSTITUIDOS,CIENCIAS NATURALES,FISICO-QUIMICA,QUIMICA,NA,PERSONA NATURAL,LUIS JOAQUIN NUÑEZ VERGARA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,52123,NA,Miles de pesos (M$),SIN INFORMACION
6251,1970235,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,EL ROL FISIOLOGICO DE LOS CANALES DE CLORURO PLACENTARIOS HUMANOS CARACTERIZACION BIOFISICA Y ESTUDIOS DE SU REGULACION,CIENCIAS NATURALES,FISIOLOGIA BIOFISICA,BIOLOGIA 2,36,PERSONA NATURAL,GLORIA HENA RIQUELME PINO,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,51664,NA,Miles de pesos (M$),SIN INFORMACION
6252,1970236,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,LOS FACTORES VASCULARES Y HORMONALES EN LA REGULACION DEL TONO VASCULAR.  PREDOMINIO DE ENDOTELINA Y ARGININA-VASOPRESINA SOBRE OXIDO NITRICO Y MONOXIDO DE CARBONO EN EL FETO DE LLAMA EN HIPOXIA.,CIENCIAS MEDICAS Y DE LA SALUD,PEDIATRIA PERINATOLOGIA  FISIOLOGIA PE,MEDICINA 2,36,PERSONA NATURAL,JORGE ANIBAL LLANOS MANSILLA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,79238,NA,Miles de pesos (M$),SIN INFORMACION
6253,1970238,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,"""IMPACTO DEL APOYO PSICOSOCIAL DURANTE EL PARTO EN LA DISMINUCION DE CESAREAS Y OTRAS COMPLICACIONES MATERNAS Y NEONATALES"".",CIENCIAS MEDICAS Y DE LA SALUD,GINECOLOGIA OBSTETRICIA Y REPRODUCCION,MEDICINA 1,24,PERSONA NATURAL,FRANCISCO JORGE JUAN TORRES PEREYRA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,37344,NA,Miles de pesos (M$),SIN INFORMACION
6254,1970242,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,VIABILIDAD A LARGO PLAZO DE ISLOTES PANCREATICAS DE RATON TRANSPLANTADOS EN UN SISTEMA INMUNO-PROTEGIDO PROFUNDO CON LIQUIDO CEFALORAQUIDEO EN LLAMAS PARA CURAR LA DIABETES,CIENCIAS MEDICAS Y DE LA SALUD,ENFERMEDADES DE LA NUTRICION Y ENDOCRINO,MEDICINA 2,24,PERSONA NATURAL,ILLANI JEANNE ATWATER RANSOM,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,68323,NA,Miles de pesos (M$),SIN INFORMACION
6255,1970244,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,VIAS DE PERMEACION REGULADAS POR EL VOLUMEN CELULAR PARA EL CLORURO Y OSMOLITOS ORGANICOS EN CELULAS HELA. MODULACION POR EL ANION PERMEANTE,CIENCIAS NATURALES,FISIOLOGIA BIOFISICA,BIOLOGIA 2,36,PERSONA NATURAL,FRANCISCO LEANDRO SEPULVEDA VALENZUELA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,100281,NA,Miles de pesos (M$),SIN INFORMACION
