N,CODIGO_PROYECTO,SUBDIRECCION,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,AGNO_CONCURSO,AGNO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO_DE_EVALUACION,DURACION_MESES,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,MACROZONA_MINCIENCIA,REGION_EJECUCION,MONTO_ADJUDICADO,NOTA_MONTO,MONEDA
43406,1240325,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"GRAFICAS, VISUALIDADES Y ESTALLIDO SOCIAL EN CHILE: UNA APROXIMACIÓN A LAS ICONOGRAFÍAS Y SUS DISCURSIVIDADES",HUMANIDADES,NA,ARTES Y ARQUITECTURA,48,PERSONA NATURAL,ENRIQUE  VERGARA LEYTON,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,60532,NA,Miles de pesos (M$)
43407,1240329,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"MID AND LOW ENERGY APPROACHES OF QUANTUM


CHROMODYNAMICS AND THEIR APPLICATIONS",CIENCIAS NATURALES,NA,GRAV Y FIS ALTAS ENE,48,PERSONA NATURAL,CESAR ALEJANDRO AYALA NUÑEZ,HOMBRE,UNIVERSIDAD DE TARAPACÁ,NORTE,REGIÓN DE ARICA Y PARINACOTA,116432,NA,Miles de pesos (M$)
43408,1240336,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,LA TEORÍA DE ADAM SMITH COMO SUSTENTO APROPIADO PARA UNA ÉTICA Y POLÍTICA DEL CUIDADO CAPAZ DE CONCILIAR JUSTICIA Y CUIDADO,HUMANIDADES,NA,FILOSOFIA,48,PERSONA NATURAL,MARIA ALEJANDRA CARRASCO BARRAZA,MUJER,UNIVERSIDAD DE LOS ANDES,RM,REGIÓN METROPOLITANA DE SANTIAGO,98208,NA,Miles de pesos (M$)
43409,1240342,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,EXPLORING THE ELICITATION EFFICACY IN EUCALYPTUS HYBRID MOTHER PLANTS TO ENHANCE RESISTANCE AGAINST GONIPTERUS PLATENSIS: APPLICATION OF A NOVEL HIGH-THROUGHPUT ANALYTICAL STRATEGY INTEGRATING METABOLOMICS AND SPATIAL OMICS TECHNIQUES.,CIENCIAS NATURALES,NA,QUIMICA 2,48,PERSONA NATURAL,ANDY JORGE PEREZ DE ARMAS,HOMBRE,UNIVERSIDAD DE CONCEPCIÓN,CENTRO SUR,REGIÓN DEL BIOBÍO,175594,NA,Miles de pesos (M$)
43410,1240345,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,MECHANISMS GOVERNING CO2/ O2 SPECIFICITY IN RUBISCO FROM MULTISCALE COMPUTER SIMULATIONS,CIENCIAS NATURALES,NA,QUIMICA 1,48,PERSONA NATURAL,ESTEBAN  VOHRINGER-MARTINEZ,HOMBRE,UNIVERSIDAD DE CONCEPCIÓN,CENTRO SUR,REGIÓN DEL BIOBÍO,247684,NA,Miles de pesos (M$)
43411,1240442,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,CLIMATE FINANCE AND SUSTAINABILITY IN CHILE,CIENCIAS SOCIALES,NA,CS. ECONOM/ADMI,48,PERSONA NATURAL,MAURICIO  LARRAIN ERRAZURIZ,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,104812,NA,Miles de pesos (M$)
43412,1240443,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,CARDIOMYOCYTE VASCULAR CELL ADHESION MOLECULE-1 (VCAM-1) PROTECTS AGAINST MYOCARDIAL ISCHEMIA/REPERFUSION DAMAGE,CIENCIAS MEDICAS Y DE LA SALUD,NA,MEDICINA G1,48,PERSONA NATURAL,SERGIO ALEJANDRO LAVANDERO GONZALEZ,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,240641,NA,Miles de pesos (M$)
43413,1240446,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"FOSTERING CLIMATE CHANGE RESILIENCE: UNVEILING THE INTERPLAY OF SOIL, GRASSLAND, TREES, AND ANIMALS IN SEMI-ARID CHILE THROUGH A COMPREHENSIVE HOLISTIC FRAMEWORK",CIENCIAS AGRICOLAS,NA,SALUD PROD ANIM,48,PERSONA NATURAL,PAULA MACARENA TORO MUJICA,MUJER,UNIVERSIDAD DE O'HIGGINS,CENTRO SUR,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,246890,NA,Miles de pesos (M$)
43414,1240447,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,MULTIDIMENSIONAL ANALYSIS OF CLIMATE CHANGE-BIOMASS INTERACTION IN RIPARIAN FORESTS: TOWARDS A BETTER UNDERSTANDING OF ECOLOGICAL INTEGRITY IN WATERSHEDS,CIENCIAS NATURALES,NA,INTER-TRANS DISCIPLI,48,PERSONA NATURAL,CARLOS ROBERTO ESSE HERRERA,HOMBRE,UNIVERSIDAD AUTÓNOMA DE CHILE,SUR,REGIÓN DE LA ARAUCANÍA,249392,NA,Miles de pesos (M$)
43415,1240459,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,DEVELOPMENT OF A MACHINE LEARNING MODEL TO DECODE THE OLFACTORY LANDSCAPE OF A PEST MOTH: TOWARDS INTEGRATED PEST MANAGEMENT AIDED BY ARTIFICIAL INTELLIGENCE,CIENCIAS NATURALES,NA,INTER-TRANS DISCIPLI,48,PERSONA NATURAL,HERBERT MAX VENTHUR PEÑA,HOMBRE,UNIVERSIDAD DE LA FRONTERA,SUR,REGIÓN DE LA ARAUCANÍA,232570,NA,Miles de pesos (M$)
43416,1240492,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,INFORMATION TRAPS FOR CONSUMER LEARNING IN ASSORTMENT PLANNING,INGENIERIA Y TECNOLOGIA,NA,INGENIERIA 2,48,PERSONA NATURAL,DENIS ROLAND SAURE VALENZUELA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,77139,NA,Miles de pesos (M$)
43417,1240497,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,DISENTANGLING THE ECOSYSTEM-LEVEL IMPLICATIONS OF MARINE-DERIVED NUTRIENTS FROM NON-NATIVE CHINOOK SALMON IN STREAMS OF SOUTHERN CHILE: CAN INVASIVE RAINBOW TROUT BENEFIT FROM THESE NOVEL SUBSIDIES?,CIENCIAS NATURALES,NA,BIOLOGIA 1,48,PERSONA NATURAL,PABLO IGNACIO FIERRO RETAMAL,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGIÓN DE LOS RÍOS,228780,NA,Miles de pesos (M$)
43418,1240514,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,TIME-AVERAGING AND DYNAMICS OF MODIFIED GRAVITY AND EXPLORATION OF THEIR COSMOLOGICAL IMPLICATIONS,CIENCIAS NATURALES,NA,GRAV Y FIS ALTAS ENE,48,PERSONA NATURAL,GENLY  LEON TORRES,HOMBRE,UNIVERSIDAD CATÓLICA DEL NORTE,NORTE,REGIÓN DE ANTOFAGASTA,262538,NA,Miles de pesos (M$)
43419,1240523,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,SALT AND WATER RECOVERY FROM BRINE USING SOLAR ENERGY WITH PHASE CHANGE MATERIALS,INGENIERIA Y TECNOLOGIA,NA,INGENIERIA 1,48,PERSONA NATURAL,ALEJANDRO ENRIQUE REYES SALINAS,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,103770,NA,Miles de pesos (M$)
43420,1240537,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,RELIABLE ELECTRIC VEHICLE POWERTRAINS BASED ON FRACTIONAL POWER DC-DC CONVERTERS,INGENIERIA Y TECNOLOGIA,NA,INGENIERIA 2,48,PERSONA NATURAL,CHRISTIAN ALEXIS ROJAS MONRROY,HOMBRE,UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA,CENTRO,REGIÓN DE VALPARAÍSO,189145,NA,Miles de pesos (M$)
43421,1240552,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,PROCESOS COGNITIVOS Y EMOCIONALES VINCULADOS AL APRENDIZAJE DE LAS MATEMÁTICAS EN NIÑOS CON Y SIN DIFICULTADES ESPECÍFICAS DE APRENDIZAJE,CIENCIAS SOCIALES,NA,EDUC INICIAL-ESCOLAR,48,PERSONA NATURAL,MARIA CRISTINA RODRIGUEZ RODRIGUEZ,MUJER,UNIVERSIDAD CATÓLICA DEL MAULE,CENTRO SUR,REGIÓN DEL MAULE,215797,NA,Miles de pesos (M$)
43422,1240579,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,EXPLORING AND ELUCIDATING THE INTERPLAYS BETWEEN DISSOLVED ORGANIC MATTER AND MICROBIAL COMMUNITIES ALONG AN AQUATIC CONTINUUM: FROM THE ANDES TO THE OCEAN,CIENCIAS NATURALES,NA,CS. DE LA TIERRA,48,PERSONA NATURAL,MORGANE MARIE DERRIEN,MUJER,UNIVERSIDAD DE O'HIGGINS,CENTRO SUR,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,231416,NA,Miles de pesos (M$)
43423,1240580,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,ABUSO INFANTIL EN CENTROS RESIDENCIALES DE PROTECCIÓN A LA INFANCIA DEL NORTE DE CHILE: ANÁLISIS DE LOS COMPONENTE INSTITUCIONALES Y CURSO DE VIDA DE VIDA DE LAS VÍCTIMAS.,CIENCIAS SOCIALES,NA,PSICOLOGIA,48,PERSONA NATURAL,CRISTIAN GUSTAVO PINTO CORTEZ,HOMBRE,UNIVERSIDAD DE TARAPACÁ,NORTE,REGIÓN DE ARICA Y PARINACOTA,83347,NA,Miles de pesos (M$)
43424,1240606,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,¿QUÉ SE PREMIA CUANDO SE PREMIA?: MICROPOLÍTICAS DEL MERECIMIENTO EN EDUCACIÓN,CIENCIAS SOCIALES,NA,SOCIOLOGIA CS I,48,PERSONA NATURAL,CAMILA PATRICIA MOYANO DAVILA,MUJER,UNIVERSIDAD FINIS TERRAE,RM,REGIÓN METROPOLITANA DE SANTIAGO,142551,NA,Miles de pesos (M$)
43425,1240631,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,ETHNIC HOMELANDS AND ATTITUDES TOWARDS IN-GROUPS AND OUT-GROUPS,CIENCIAS SOCIALES,NA,CS. ECONOM/ADMI,48,PERSONA NATURAL,EMILIO  DEPETRIS CHAUVIN,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,118952,NA,Miles de pesos (M$)
43426,1240637,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"TRANSVERSALIZACIÓN DEL ENFOQUE GÉNERO EN EL PODER JUDICIAL EN CHILE: FEMINISMOS, PRÁCTICAS Y TENSIONES EN SU IMPLEMENTACIÓN",CIENCIAS SOCIALES,NA,CS. JURIDICAS Y POL.,48,PERSONA NATURAL,FABIOLA MARISOL MIRANDA PEREZ,MUJER,UNIVERSIDAD DE LAS AMERICAS,RM,REGIÓN METROPOLITANA DE SANTIAGO,84117,NA,Miles de pesos (M$)
43427,1240686,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"DINÁMICAS DEL EJERCICIO Y RECONOCIMIENTO DE LA AUTORIDAD PEDAGÓGICA EN LA ENSEÑANZA MEDIA ACTUAL. DIFICULTADES, TENSIONES Y LOGROS EN DISTINTOS CONTEXTOS SOCIOEDUCATIVOS.",CIENCIAS SOCIALES,NA,EDUC INICIAL-ESCOLAR,48,PERSONA NATURAL,GUILLERMO MANUEL ZAMORA POBLETE,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,95307,NA,Miles de pesos (M$)
43428,1240743,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,CONFLICTOS SOBRE LA PROPIEDAD INMUEBLE EN EL ALTIPLANO DE TARAPACÁ. UNA ZONA DE DERECHO PROPIO AYMARA Y LA URGENCIA DE UNA ARTICULACIÓN JURÍDICA CONFORME A LOS ESTÁNDARES DEL DERECHO VIGENTE EN CHILE.,CIENCIAS SOCIALES,NA,CS. JURIDICAS Y POL.,48,PERSONA NATURAL,ALVARO DANIEL ESPINOZA COLLAO,HOMBRE,UNIVERSIDAD DE TARAPACÁ,NORTE,REGIÓN DE ARICA Y PARINACOTA,65970,NA,Miles de pesos (M$)
43429,1240755,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,TRACKING DOWN THE ROOTS OF THE GLOBULAR CLUSTER - BLACK HOLE RELATION,CIENCIAS NATURALES,NA,ASTRON Y ASTROFISICA,48,PERSONA NATURAL,MATIAS  GOMEZ CAMUS,HOMBRE,UNIVERSIDAD NACIONAL ANDRÉS BELLO,RM,REGIÓN METROPOLITANA DE SANTIAGO,90348,NA,Miles de pesos (M$)
43430,1240759,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,PHOTOMODULATION OF REDOX ANTIOXIDANT DEFENCE SYSTEMS BY USING PHOTORESPONSIVE NANOSWITCHES-BASED DRUG: A PHOTOCHEMICAL APPROACH FOR PHOTOCONTROLLING REDOX RESPONSIVE COMPONENTS INVOLVED IN CANCER PROGRESSION AND REDOX RESISTANCE MECHANISMS,CIENCIAS NATURALES,NA,QUIMICA 1,48,PERSONA NATURAL,RICARDO ANDRES ZAMORA BRITO,HOMBRE,UNIVERSIDAD DE TALCA,CENTRO SUR,REGIÓN DEL MAULE,235786,NA,Miles de pesos (M$)
43431,1240772,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,CONTROVERSIA Y CAMBIO EPISTÉMICO. LA ARGUMENTACIÓN COMO HERRAMIENTA PARA COMPRENDER Y PROMOVER LA MICROGÉNESIS DEL PENSAMIENTO EPISTÉMICO EN ESTUDIANTES DE PEDAGOGÍA.,CIENCIAS SOCIALES,NA,EDUCACION SUPERIOR,48,PERSONA NATURAL,CHRISTIAN LUIS SEBASTIAN BALMACEDA,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,209831,NA,Miles de pesos (M$)
43432,1240810,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,NONLINEAR FOKKER-PLANCK EQUATION AND ITS CONNECTION WITH NONADDITIVE ENTROPIC MEASURES DESCRIBING COMPLEX SYSTEMS,CIENCIAS NATURALES,NA,FISICA TEORICA Y EXP,48,PERSONA NATURAL,SERGIO ESTEBAN CURILEF HUICHALAF,HOMBRE,UNIVERSIDAD CATÓLICA DEL NORTE,NORTE,REGIÓN DE ANTOFAGASTA,229051,NA,Miles de pesos (M$)
43433,1240811,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,DECIPHERING THE ROLE OF METABOLITES PRODUCED BY THE INTESTINAL MICROBIOTA IN THE GUT IMMUNOLOGY OF ATLANTIC SALMON,CIENCIAS NATURALES,NA,BIOLOGIA 3,48,PERSONA NATURAL,MARIO CESAR GERARDO TELLO REYES,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,187986,NA,Miles de pesos (M$)
43434,1240895,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"THE INFLUENCE OF SMALL MAMMAL’S GUT MICROBIOTA ON INDIVIDUAL SPECIALIZATION, AND ITS CONSEQUENCES FOR NETWORK STABILITY IN A SEMI-DESERT ECOSYSTEM",CIENCIAS NATURALES,NA,BIOLOGIA 1,48,PERSONA NATURAL,KARIN EVELYN MALDONADO PACHECO,MUJER,UNIVERSIDAD ADOLFO IBÁÑEZ,RM,REGIÓN METROPOLITANA DE SANTIAGO,242801,NA,Miles de pesos (M$)
43435,1240897,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"LA PERSPECTIVA DE GÉNERO EN LA FORMACIÓN INICIAL DOCENTE: LIMITACIONES, MOTIVACIONES Y DESAFÍOS PARA AVANZAR HACIA LA EQUIDAD EN LOS PROCESOS FORMATIVOS DE LAS CARRERAS DE EDUCACIÓN GENERAL BÁSICA (EGB) Y EDUCACIÓN PARVULARIA (EP) EN CHILE.",CIENCIAS SOCIALES,NA,EDUCACION SUPERIOR,48,PERSONA NATURAL,PAOLA ANDREA CONTRERAS HERNANDEZ,MUJER,UNIVERSIDAD DE TARAPACÁ,NORTE,REGIÓN DE ARICA Y PARINACOTA,131951,NA,Miles de pesos (M$)
43436,1240955,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,QUANTUM THERMODYNAMICS AND QUANTUM INFORMATION PROCESSING IN HOLOGRAPHIC MANY-BODY SYSTEMS AND BLACK HOLE MICROSTATES,CIENCIAS NATURALES,NA,GRAV Y FIS ALTAS ENE,48,PERSONA NATURAL,AYAN  MUKHOPADHYAY,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO,CENTRO,REGIÓN DE VALPARAÍSO,153711,NA,Miles de pesos (M$)
43437,1240984,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"BACTERIAL ADHESION ON POLYMERIC FIBERS IN TERMS OF THE FREE ENERGY OF ADHESION, FIBER DIAMETER AND CELL STRUCTURE: AN INTEGRATED APPROACH TOWARDS A BETTER UNDERSTANDING OF BACTERIAL COLONIZATION ON MEDICAL DEVICES.",CIENCIAS NATURALES,NA,QUIMICA 1,48,PERSONA NATURAL,LAURA ANDREA TAMAYO VILLARROEL,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,254551,NA,Miles de pesos (M$)
43438,1240990,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,PHYSICAL CHARACTERIZATION OF MYSTERIOUS DISTANT COMETS,CIENCIAS NATURALES,NA,ASTRON Y ASTROFISICA,48,PERSONA NATURAL,BIN  YANG,MUJER,UNIVERSIDAD DIEGO PORTALES,RM,REGIÓN METROPOLITANA DE SANTIAGO,68341,NA,Miles de pesos (M$)
43439,1240995,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,SEISMIC ASSESSMENT OF STEEL BASE PLATES ENHANCED WITH DUCTILE ANCHORS,INGENIERIA Y TECNOLOGIA,NA,INGENIERIA 1,48,PERSONA NATURAL,RICARDO ANTONIO HERRERA MARDONES,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,194556,NA,Miles de pesos (M$)
43440,1241011,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,IMPROVEMENT OF LIPID STABILITY OF 3D-PRINTED SALMON WITH ADDITION OF NATIVE BERRY AND ALGAE EXTRACTS,CIENCIAS NATURALES,NA,QUIMICA 1,48,PERSONA NATURAL,JAIME ALEJANDRO ORTIZ VIEDMA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,175599,NA,Miles de pesos (M$)
43441,1241021,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,QUATERNARY TECTONICS AND SEISMOTECTONICS OF THE WEST FLANK OF THE MAIN ANDES CORDILLERA IN CENTRAL CHILE,CIENCIAS NATURALES,NA,CS. DE LA TIERRA,48,PERSONA NATURAL,GABRIEL  EASTON VARGAS,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,207630,NA,Miles de pesos (M$)
43442,1241055,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"EL ROL DE LAS POTENCIAS EXTRANJERAS DURANTE LA GUERRA DE CHILE CONTRA LA CONFEDERACIÓN PERÚ-BOLIVIANA (1836-1839) A TRAVÉS DE SUS CANCILLERÍAS, AGENTES ESTATALES Y ACTORES NO ESTATALES PRESENTES EN AMÉRICA.",HUMANIDADES,NA,HISTORIA,48,PERSONA NATURAL,GONZALO ANDRES SERRANO DEL POZO,HOMBRE,UNIVERSIDAD ADOLFO IBÁÑEZ,RM,REGIÓN METROPOLITANA DE SANTIAGO,67731,NA,Miles de pesos (M$)
43443,1241234,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,EMPRESA LETRAS. EL DESCONOCIDO PROYECTO EDITORIAL DE AMANDA LABARCA (1927-1941),HUMANIDADES,NA,"LINGUISTICA,LITERATU",48,PERSONA NATURAL,GONZALO EDUARDO SALAS CONTRERAS,HOMBRE,UNIVERSIDAD CATÓLICA DEL MAULE,CENTRO SUR,REGIÓN DEL MAULE,136120,NA,Miles de pesos (M$)
43444,1241362,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,TECHNO-ECONOMIC AND COMPARATIVE STUDY OF OPTICAL NETWORK MIGRATION ALTERNATIVES.,INGENIERIA Y TECNOLOGIA,NA,INGENIERIA 2,48,PERSONA NATURAL,ARIEL EDGARDO LEIVA LOPEZ,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO,CENTRO,REGIÓN DE VALPARAÍSO,186994,NA,Miles de pesos (M$)
43445,1241386,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,RAPA NUI'S SHALLOW AND MESOPHOTIC ECOSYSTEMS THREATENED BY ANTHROPOGENIC STRESSORS AND CLIMATE CHANGE: A TRANSDISCIPLINARY APPROACH PROVIDING KNOWLEDGE FOR LOCAL SOLUTIONS,CIENCIAS NATURALES,NA,INTER-TRANS DISCIPLI,48,PERSONA NATURAL,ROGELIO JAVIER SELLANES LOPEZ,HOMBRE,UNIVERSIDAD CATÓLICA DEL NORTE,NORTE,REGIÓN DE ANTOFAGASTA,243880,NA,Miles de pesos (M$)
43446,1241426,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,GALAXY EVOLUTION ACROSS THE COSMIC WEB IN THE ERA OF DEEP AND WIDE SURVEYS,CIENCIAS NATURALES,NA,ASTRON Y ASTROFISICA,48,PERSONA NATURAL,YARA LORENA JAFFE RIBBI,MUJER,UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA,CENTRO,REGIÓN DE VALPARAÍSO,146772,NA,Miles de pesos (M$)
43447,1241486,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"ÉPOCA 60: DRAMATURGIAS UNIVERSITARIAS, REFORMAS DEL PAISAJE",HUMANIDADES,NA,ARTES Y ARQUITECTURA,48,PERSONA NATURAL,CRISTIAN MARCEL ALONSO OPAZO RETAMAL,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,90330,NA,Miles de pesos (M$)
43448,1241518,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,BEYOND HOUSING: AN INTERDISCIPLINARY APPROACH TO UNDERSTANDING THE SOCIAL REPERCUSSIONS OF THE HOUSING CRISIS IN CHILE,CIENCIAS SOCIALES,NA,INTER-TRANS DISCIPLI,48,PERSONA NATURAL,NELSON ALEJANDRO CARROZA ATHENS,HOMBRE,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,CENTRO,REGIÓN DE VALPARAÍSO,137696,NA,Miles de pesos (M$)
43449,1241540,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"PARADIGMAS MODERNOS DE LOS MISIONEROS CAPUCHINOS BÁVAROS EN LA LABOR DE ASIMILACIÓN CULTURAL DE NIÑOS MAPUCHES EN LA ARAUCANÍA: INTERVENCIÓN ESCOLAR, HIGIÉNICO-SANITARIA Y MORAL-CONDUCTUAL. CHILE, 1896-1935.",HUMANIDADES,NA,HISTORIA,48,PERSONA NATURAL,MARIO RODRIGO FABREGAT PEREDO,HOMBRE,UNIVERSIDAD DE LA FRONTERA,SUR,REGIÓN DE LA ARAUCANÍA,174877,NA,Miles de pesos (M$)
43450,1241618,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,SIGNOS PRECOCES DEL TRASTORNO FORMAL DEL PENSAMIENTO: MAPEANDO LA FUNCIONALIDAD DE LAS INTERACCIONES COMUNICATIVAS EN ESTADOS MENTALES DE ALTO RIESGO CLÍNICO (EMAR),HUMANIDADES,NA,"LINGUISTICA,LITERATU",48,PERSONA NATURAL,ALICIA IVONNE FIGUEROA BARRA,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,171535,NA,Miles de pesos (M$)
43451,1241631,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,DEVELOPMENT OF A METHODOLOGICAL FRAMEWORK BASED ON PANARCHY THEORY TO ASSESS WATER SECURITY IN CHILEAN RIVER BASINS IN THE CONTEXT OF CLIMATE CHANGE,CIENCIAS NATURALES,NA,GEOGRAFIA Y URBANISM,48,PERSONA NATURAL,RODRIGO  FUSTER GOMEZ,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,216531,NA,Miles de pesos (M$)
43452,1241686,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"EL ARCHIVO LITERARIO LATINOAMERICANO EN EXPANSIÓN. DOCUMENTALIDAD Y MATERIALIDAD EN LAS CORRESPONDENCIAS, DIARIOS Y OTRAS PRÁCTICAS DE ESCRITURA AUTOBIOGRÁFICAS (1950-2020)",HUMANIDADES,NA,"LINGUISTICA,LITERATU",48,PERSONA NATURAL,ALEJANDRO IVAN PEREZ DANIEL,HOMBRE,UNIVERSIDAD DE TALCA,CENTRO SUR,REGIÓN DEL MAULE,106037,NA,Miles de pesos (M$)
43453,1241769,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,POST ICU SYNDROME: EXPLORING THE ROLE OF SOCIAL DETERMINANTS ON TRAJECTORIES AND OUTCOMES.,CIENCIAS MEDICAS Y DE LA SALUD,NA,INTER-TRANS DISCIPLI,48,PERSONA NATURAL,PAULA BEATRIZ REPETTO LISBOA,MUJER,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,247913,NA,Miles de pesos (M$)
43454,1241782,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"GREEN BIOACTIVE PACKAGING BIOBASED ON RENEWABLE SOURCES FOR DESIGNING BIOMATRICES BY EXTRUSION, 3D FDM PRINTING/MOULDING.",INGENIERIA Y TECNOLOGIA,NA,INGENIERIA 1,48,PERSONA NATURAL,LILIAN ELIZABETH ABUGOCH JAMES,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,180035,NA,Miles de pesos (M$)
