N,CODIGO_PROYECTO,SUBDIRECCION,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,AGNO_CONCURSO,AGNO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO_DE_EVALUACION,DURACION_MESES,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,MACROZONA_MINCIENCIA,REGION_EJECUCION,MONTO_ADJUDICADO,NOTA_MONTO,MONEDA
43356,1240922,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"ACTITUDES Y COMPORTAMIENTO POLÍTICO JUVENIL: DESIGUALDAD, ESTILOS DE SOCIALIZACIÓN ESCOLAR E INFLUENCIAS INTERGENERACIONALES",CIENCIAS SOCIALES,NA,SOCIOLOGIA CS I,48,PERSONA NATURAL,DANIEL ANDRES MIRANDA FUENZALIDA,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,229550,NA,Miles de pesos (M$)
43357,1240946,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"ADVANCING ZERO LIQUID DISCHARGE (ZLD) TECHNIQUES: INTEGRATION OF AIR-GAP MEMBRANE DISTILLATION (AGMD) WITH CUSTOMIZED MODULE, AND NACL CRYSTALLIZATION VIA GRAPHENE OXIDE MEMBRANE MODULE (GOM)",INGENIERIA Y TECNOLOGIA,NA,INGENIERIA 1,48,PERSONA NATURAL,HUGO PATRICIO VALDES RIQUELME,HOMBRE,UNIVERSIDAD CATÓLICA DEL MAULE,CENTRO SUR,REGIÓN DEL MAULE,225948,NA,Miles de pesos (M$)
43358,1240971,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,ROLE OF INOSITOL-REQUIRING ENZYME 1ALPHA (IRE-1ALPHA) ENDONUCLEASE ACTIVITY IN HERPES SIMPLEX VIRUS TYPE 1-INDUCED LIPID DROPLET ACCUMULATION AND CYCLOOXYGENASE-2 (COX-2) INDUCTION IN MURINE DENDRITIC CELLS,CIENCIAS MEDICAS Y DE LA SALUD,NA,BIOLOGIA 2,48,PERSONA NATURAL,PABLO ALBERTO GONZALEZ MUÑOZ,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,248074,NA,Miles de pesos (M$)
43359,1241017,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"IDEOLOGÍAS Y PRÁCTICAS DE FORMACIÓN CIUDADANA EN EDUCACIÓN BÁSICA: ¿QUÉ DICEN Y HACEN PROFESORES, DIRECTIVOS Y SUS ESTUDIANTES?",CIENCIAS SOCIALES,NA,EDUC INICIAL-ESCOLAR,48,PERSONA NATURAL,CARMEN GLORIA ELIANA ZUÑIGA GONZALEZ,MUJER,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,151863,NA,Miles de pesos (M$)
43360,1241085,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,ENHANCING CAPABILITIES OF LONG-RANGE DISTRIBUTED ACOUSTIC SENSORS TOWARDS OPERATION IN TELECOM OPTICAL FIBRE CABLES,INGENIERIA Y TECNOLOGIA,NA,INGENIERIA 2,48,PERSONA NATURAL,MARCELO ALFONSO SOTO HERNANDEZ,HOMBRE,UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA,CENTRO,REGIÓN DE VALPARAÍSO,263428,NA,Miles de pesos (M$)
43361,1241104,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"PROPOSAL OF A BATTERY OF PHYSICAL TESTS AND SOFTWARE DEVELOPMENT TO ASSESS FUNCTIONAL FITNESS IN CHILDREN, YOUTH AND ADULTS WITH DOWN SYNDROME IN CHILE.",CIENCIAS MEDICAS Y DE LA SALUD,NA,INTER-TRANS DISCIPLI,48,PERSONA NATURAL,ROSSANA ANELICE GOMEZ CAMPOS,MUJER,UNIVERSIDAD CATÓLICA DEL MAULE,CENTRO SUR,REGIÓN DEL MAULE,157574,NA,Miles de pesos (M$)
43362,1241151,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,TOWARDS OPTIMAL THERMOSOLAR ENERGY STORAGE EFFICIENCY: EXPLORING SOLAR SALT MODIFIED WITH MXENES TO OBTAIN NOVEL NANOFLUIDS,INGENIERIA Y TECNOLOGIA,NA,INGENIERIA 1,48,PERSONA NATURAL,FABIOLA MAKARENA PINEDA PARRA,MUJER,UNIVERSIDAD MAYOR,RM,REGIÓN METROPOLITANA DE SANTIAGO,257683,NA,Miles de pesos (M$)
43363,1241269,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,STEMNESS-RELATED BIOMARKERS FOR PREDICTION OF NEOADJUVANT TREATMENT RESPONSE IN LOCALLY ADVANCED RECTAL CANCER.,CIENCIAS MEDICAS Y DE LA SALUD,NA,MEDICINA G2-G3,48,PERSONA NATURAL,PATRICIA ALEJANDRA GARCIA MUÑOZ,MUJER,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,236908,NA,Miles de pesos (M$)
43364,1241275,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,ADENOSINE A2B RECEPTOR PHARMACOLOGICAL BLOCKADE AFFECTS THE MESENCHYMAL PHENOTYPE OF GLIOBLASTOMA STEM-LIKE CELLS: EVALUATION OF A NOVEL STRATEGY TARGETING CHEMO AND RADIOTHERAPY RESISTANCE.,CIENCIAS NATURALES,NA,BIOLOGIA 3,48,PERSONA NATURAL,CLAUDIA ANDREA QUEZADA MONRAS,MUJER,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGIÓN DE LOS RÍOS,245023,NA,Miles de pesos (M$)
43365,1241305,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,CONTRIBUTIONS TO CONTROL AND FILTER DESIGN FOR NETWORKED CYBER-PHYSICAL SYSTEMS: THEORY AND APPLICATIONS,INGENIERIA Y TECNOLOGIA,NA,INGENIERIA 2,48,PERSONA NATURAL,JONATHAN MATIAS PALMA OLATE,HOMBRE,UNIVERSIDAD DE TALCA,CENTRO SUR,REGIÓN DEL MAULE,261968,NA,Miles de pesos (M$)
43366,1241321,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,REGIONAL CLIMATE MODELS BIASES OVER SUBTROPICAL ANDES: CAUSES AND IMPACT ON CLIMATE PROJECTIONS,CIENCIAS NATURALES,NA,CS. DE LA TIERRA,48,PERSONA NATURAL,KATERINA  GOUBANOVA,MUJER,CENTRO DE ESTUDIOS AVANZADOS EN ZONAS ÁRIDAS,CENTRO,REGIÓN DE COQUIMBO,234602,NA,Miles de pesos (M$)
43367,1241335,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,A VEHICLE-BY-VEHICLE APPROACH FOR SOLVING REAL-WORLD TRANSPORTATION PROBLEMS USING MACHINE LEARNING AND BIG DATA,INGENIERIA Y TECNOLOGIA,NA,INGENIERIA 2,48,PERSONA NATURAL,FRANCO FABIAN BASSO SOTZ,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO,CENTRO,REGIÓN DE VALPARAÍSO,170937,NA,Miles de pesos (M$)
43368,1241365,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,DEVELOPMENT AND EVOLUTION OF NEOMORPHIC SKELETAL STRUCTURES OF BIRDS,CIENCIAS NATURALES,NA,BIOLOGIA 2,48,PERSONA NATURAL,JOAO  FRANCISCO BOTELHO,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,246340,NA,Miles de pesos (M$)
43369,1241452,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,PHASE TRANSITIONS IN COUPLED GENE NETWORKS,CIENCIAS NATURALES,NA,BIOLOGIA 2,48,PERSONA NATURAL,FERNAN  FEDERICI NOE,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,180244,NA,Miles de pesos (M$)
43370,1241567,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"DINÁMICAS DE LOBBY EN DIFERENTES ARENAS Y COALICIONES: UNA APROXIMACIÓN DESDE EL


CASO DE CHILE.",CIENCIAS SOCIALES,NA,CS. JURIDICAS Y POL.,48,PERSONA NATURAL,ANDRES  DOCKENDORFF VALDES,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,47952,NA,Miles de pesos (M$)
43371,1241571,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,ASSOCIATIONS BETWEEN BENTHIC MICROBIOMES AND PROPAGULES OF THE GIANT KELP MACROCYSTIS PYRIFERA: CUES FOR EXPANSION IN NEW ICE-FREE AREAS IN THE SOUTHERN PATAGONIA REGION?,CIENCIAS NATURALES,NA,BIOLOGIA 1,48,PERSONA NATURAL,IVAN MANUEL GOMEZ OCAMPO,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGIÓN DE LOS RÍOS,218548,NA,Miles de pesos (M$)
43372,1241596,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,POLYHEDRAL MESH GENERATION,INGENIERIA Y TECNOLOGIA,NA,INGENIERIA 2,48,PERSONA NATURAL,NANCY VIOLA HITSCHFELD KAHLER,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,140092,NA,Miles de pesos (M$)
43373,1241625,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"REPRESENTATION, QUOTAS AND VIOLENCE AGAINST FEMALE POLITICIANS",CIENCIAS SOCIALES,NA,CS. ECONOM/ADMI,48,PERSONA NATURAL,FRANCISCO JOSE PINO EMHART,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,91836,NA,Miles de pesos (M$)
43374,1241626,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,EPIGENOMIC PROGRAMMING IN THE EARLY FETAL BLOOD-BRAIN BARRIER BY GESTATIONAL HYPOXIA: CONSEQUENCES FOR THE NEURO-ENDOTHELIAL LIFESPAN.,CIENCIAS MEDICAS Y DE LA SALUD,NA,MEDICINA G1,48,PERSONA NATURAL,ALEJANDRO ANTONIO GONZALEZ CANDIA,HOMBRE,UNIVERSIDAD DE O'HIGGINS,CENTRO SUR,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,232340,NA,Miles de pesos (M$)
43375,1241649,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,DICATIONIC DERIVATIVES OF AZOBENZENE AS PHOTOACTIVE SURFACTANTS FOR DRUG TRANSPORT SYSTEMS: STUDY OF PHOTOREVERSIBLE BEHAVIOR AND LOAD CAPACITY IN MOLECULAR AGGREGATES,CIENCIAS NATURALES,NA,QUIMICA 1,48,PERSONA NATURAL,CRISTIAN ANDRES TIRAPEGUI CALQUIN,HOMBRE,UNIVERSIDAD AUTÓNOMA DE CHILE,SUR,REGIÓN DE LA ARAUCANÍA,123875,NA,Miles de pesos (M$)
43376,1241662,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"DETECTION, GENOMIC CHARACTERIZATION AND EVOLUTION OF H5NX INFLUENZA A CLADE 2.3.4.4B  IN WILD ANIMALS IN CHILE",CIENCIAS AGRICOLAS,NA,SALUD PROD ANIM,48,PERSONA NATURAL,PEDRO  JIMENEZ BLUHM,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,234620,NA,Miles de pesos (M$)
43377,1241746,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,OPTIMIZATION OF ELECTROPOLYMERIZATION PROCESS FOR LIQUID CRYSTALLINE APPLIED SYSTEMS.,CIENCIAS NATURALES,NA,QUIMICA 1,48,PERSONA NATURAL,EDUARDO ARTURO SOTO BUSTAMANTE,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,229471,NA,Miles de pesos (M$)
43378,1241747,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,EL FEMINISMO EN LA ENCRUCIJADA ENTRE LO NUEVO Y LO ANTIGUO: HACIA UNA NUEVA POLÍTICA CRIMINAL PARA ENFRENTAR LA VIOLENCIA CONTRA LA MUJER.,CIENCIAS SOCIALES,NA,CS. JURIDICAS Y POL.,48,PERSONA NATURAL,ROCIO  LORCA FERRECCIO,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,77820,NA,Miles de pesos (M$)
43379,1241762,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,STOCHASTIC STABILITY GUARANTEES FOR A CLASS OF (INDUSTRIAL CYBER-PHYSICAL) NETWORKED CONTROL SYSTEMS,INGENIERIA Y TECNOLOGIA,NA,INGENIERIA 2,48,PERSONA NATURAL,FELIPE EDUARDO NUÑEZ RETAMAL,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,107226,NA,Miles de pesos (M$)
43380,1241770,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,EXPANDIENDO EL CINE EXPANDIDO: LA IMAGEN CINEMATOGRÁFICA MÁS ALLÁ DE LA TÉCNICA,HUMANIDADES,NA,ARTES Y ARQUITECTURA,48,PERSONA NATURAL,CATALINA MARIA DONOSO PINTO,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,94037,NA,Miles de pesos (M$)
43381,1241886,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,MICROCLIMAS URBANOS Y CONFORT: CARACTERIZACIÓN DE FACTORES MICRO-CLIMÁTICOS PARA EL DISEÑO DE ESPACIOS PÚBLICOS EN SANTIAGO,HUMANIDADES,NA,ARTES Y ARQUITECTURA,48,PERSONA NATURAL,RENATO RODOLFO D'ALENÇON CASTRILLON,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,187152,NA,Miles de pesos (M$)
43382,1241905,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,THE ALLOSTATIC OVERLOAD IN PREGNANCY DURING THE COVID-19 PANDEMIC AND POTENTIAL EFFECTS ON THE HEALTH OF MOTHER-CHILD DYAD,CIENCIAS MEDICAS Y DE LA SALUD,NA,INTER-TRANS DISCIPLI,48,PERSONA NATURAL,MARCELO ANDRES GONZALEZ ORTIZ,HOMBRE,UNIVERSIDAD DE CONCEPCIÓN,CENTRO SUR,REGIÓN DEL BIOBÍO,189846,NA,Miles de pesos (M$)
43383,1241918,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,THERMOMAGNETIC MATERIALS FOR ENERGY AND SPINTRONIC APPLICATIONS,CIENCIAS NATURALES,NA,FISICA TEORICA Y EXP,48,PERSONA NATURAL,CARLOS  GARCIA GARCIA,HOMBRE,UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA,CENTRO,REGIÓN DE VALPARAÍSO,245706,NA,Miles de pesos (M$)
43384,1241922,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,FACTORES DE CAMBIO Y GEOMORFOLOGÍA EVOLUTIVA EN LA COSTA DE CHILE: BASES CIENTÍFICAS PARA LA RESILIENCIA Y GESTIÓN INTEGRADA DE LA COSTA,CIENCIAS NATURALES,NA,GEOGRAFIA Y URBANISM,48,PERSONA NATURAL,CAROLINA DEL PILAR MARTINEZ REYES,MUJER,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,256093,NA,Miles de pesos (M$)
43385,1241951,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"POLITICA MUNDIAL Y POLITICA EXTERIOR CHILENA. ACOMODOS ENTRE LA TRANSICIÓN HEGEMONICA, EL MULTIPOLARISMO Y EL MULTILATERALISMO 1919-1939",HUMANIDADES,NA,HISTORIA,48,PERSONA NATURAL,CRISTIAN EDUARDO GARAY VERA,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,162290,NA,Miles de pesos (M$)
43386,1241962,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,BIOPOLYMERS LOADED WITH BIOACTIVE MOLECULES ON CALCIUM CARBONATE PARTICLES AS A SUSTAINABLE BIOMATERIAL WITH OSTEOGENIC AND ANTIBACTERIAL PROPERTIES.,CIENCIAS MEDICAS Y DE LA SALUD,NA,INTER-TRANS DISCIPLI,48,PERSONA NATURAL,IVAN MANUEL VALDIVIA GANDUR,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,REGIÓN DE ANTOFAGASTA,227379,NA,Miles de pesos (M$)
43387,1240012,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,PHILOSOPHICAL FOUNDATIONS FOR AN ECO-SUI-CIDOLOGY,HUMANIDADES,NA,FILOSOFIA,48,PERSONA NATURAL,SANDRA  BAQUEDANO JER,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,88425,NA,Miles de pesos (M$)
43388,1240016,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"TEORÍAS IMPLÍCITAS DE INCLUSIÓN DE LA DIVERSIDAD DE DOCENTES Y ENFOQUES DE APRENDIZAJE DE ESTUDIANTES NO TRADICIONALES DE EDUCACIÓN SUPERIOR, EN RELACIÓN CON EL RENDIMIENTO ACADÉMICO Y RETENCIÓN.",CIENCIAS SOCIALES,NA,EDUCACION SUPERIOR,48,PERSONA NATURAL,JOSE ALEJANDRO GONZALEZ CAMPOS,HOMBRE,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,CENTRO,REGIÓN DE VALPARAÍSO,131288,NA,Miles de pesos (M$)
43389,1240061,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"INTERCAMBIO Y MOVILIDAD ENTRE LA AMÉRICA MERIDIONAL Y LA POLINESIA SUDORIENTAL, 1848-1871",HUMANIDADES,NA,HISTORIA,48,PERSONA NATURAL,PEDRO  IACOBELLI DELPIANO,HOMBRE,UNIVERSIDAD DE LOS ANDES,RM,REGIÓN METROPOLITANA DE SANTIAGO,180106,NA,Miles de pesos (M$)
43390,1240077,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,INVESTIGACIÓN DOGMÁTICA SOBRE HERRAMIENTAS PROCESALES PARA LIDIAR CON LOS SESGOS COGNITIVOS DE LOS PERITOS EN EL ÁMBITO PENAL,CIENCIAS SOCIALES,NA,CS. JURIDICAS Y POL.,48,PERSONA NATURAL,MAURICIO ALFREDO DUCE JULIO,HOMBRE,UNIVERSIDAD DIEGO PORTALES,RM,REGIÓN METROPOLITANA DE SANTIAGO,37644,NA,Miles de pesos (M$)
43391,1240104,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,UNITED WE STAND: THE LEADERSHIP OF MAYORS IN CHILE,CIENCIAS SOCIALES,NA,CS. JURIDICAS Y POL.,48,PERSONA NATURAL,MARIA JULIETA SUAREZ CAO,MUJER,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,51239,NA,Miles de pesos (M$)
43392,1240105,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,LENSED AGN FROM EUCLID AND LSST: OPTIMIZING SAMPLES FOR COSMOGRAPHY AND THE PHYSICAL STRUCTURE OF HIGH-Z AGN.,CIENCIAS NATURALES,NA,ASTRON Y ASTROFISICA,48,PERSONA NATURAL,TIMO ALFONSO ANGUITA AVARIA,HOMBRE,UNIVERSIDAD NACIONAL ANDRÉS BELLO,RM,REGIÓN METROPOLITANA DE SANTIAGO,106487,NA,Miles de pesos (M$)
43393,1240107,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,EL DEBER DE ABOGADOS Y JUECES DE PROMOVER LA CONCILIACIÓN. UN ESTUDIO SISTEMÁTICO DEL ART. 3 BIS DEL CÓDIGO DE PROCEDIMIENTO CIVIL INCORPORADO POR LA LEY N° 21.394 DE 2021,CIENCIAS SOCIALES,NA,CS. JURIDICAS Y POL.,48,PERSONA NATURAL,JORGE ANDRES LARROUCAU TORRES,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO,CENTRO,REGIÓN DE VALPARAÍSO,18300,NA,Miles de pesos (M$)
43394,1240125,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,TRAYECTORIAS LABORALES Y PRECARIZACIÓN DE LOS(AS) MIGRANTES EN LA REGIÓN METROPOLITANA DESDE 1990 AL PRESENTE,CIENCIAS SOCIALES,NA,SOCIOLOGIA CS I,48,PERSONA NATURAL,MARIA EMILIA TIJOUX MERINO,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,197535,NA,Miles de pesos (M$)
43395,1240155,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"LA ARTICULACIÓN DE LAS PRESCRIPCIONES EMOCIONALES, LAS CONDICIONES LABORALES Y LOS SENTIDOS PROFESIONALES EN EL TRABAJO EMOCIONAL COTIDIANO QUE REALIZAN DOCENTES EN ESCUELAS PÚBLICAS VULNERABLES. UN ESTUDIO CUALITATIVO COMPLEJO MULTI COMPONENCIAL.",CIENCIAS SOCIALES,NA,EDUC INICIAL-ESCOLAR,48,PERSONA NATURAL,RODRIGO CARLOS CORNEJO CHAVEZ,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,254907,NA,Miles de pesos (M$)
43396,1240167,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,IDENTIFICATION AND CHARACTERIZATION OF EXTERNAL SUBSTRATE BINDING SITES IN PLANT SUGAR/H+ SYMPORTERS BY DECIPHERING THE SUGAR SPECIFICITY OF PLANT APPLE AND PEAR STP13 TRANSPORTERS,CIENCIAS NATURALES,NA,INGENIERIA 3,48,PERSONA NATURAL,JANIN SABINE RIEDELSBERGER,MUJER,UNIVERSIDAD DE TALCA,CENTRO SUR,REGIÓN DEL MAULE,189973,NA,Miles de pesos (M$)
43397,1240182,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,A FRAMEWORK TO EVALUATE THE DEVELOPMENT OF FLOTATION PLANTS: THE EFFECT OF PARTICLE-SIZE DISTRIBUTION,INGENIERIA Y TECNOLOGIA,NA,INGENIERIA 3,48,PERSONA NATURAL,EDELMIRA DELFINA GALVEZ AHUMADA,MUJER,UNIVERSIDAD CATÓLICA DEL NORTE,NORTE,REGIÓN DE ANTOFAGASTA,136828,NA,Miles de pesos (M$)
43398,1240199,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,BRUHAT ORDER AND KAZHDAN-LUSZTIG POLYNOMIALS FOR AFFINE WEYL GROUPS.,CIENCIAS NATURALES,NA,MATEMATICAS,48,PERSONA NATURAL,DAVID RICARDO PLAZA MUÑOZ,HOMBRE,UNIVERSIDAD DE TALCA,CENTRO SUR,REGIÓN DEL MAULE,97980,NA,Miles de pesos (M$)
43399,1240212,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,DESAFIANDO EL LEGADO COLONIAL: REIMAGINANDO EL PRESENTE Y FUTURO DE LAS UNIVERSIDADES.,CIENCIAS SOCIALES,NA,EDUCACION SUPERIOR,48,PERSONA NATURAL,CAROLINA MARIA GUZMAN VALENZUELA,MUJER,UNIVERSIDAD DE TARAPACÁ,NORTE,REGIÓN DE ARICA Y PARINACOTA,211195,NA,Miles de pesos (M$)
43400,1240268,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,EVALUATING THE POST-PANDEMIC TOURIST EXPERIENCE,CIENCIAS SOCIALES,NA,INTER-TRANS DISCIPLI,48,PERSONA NATURAL,ALEXANDRU CRISTIAN RUSU,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO,CENTRO,REGIÓN DE VALPARAÍSO,159898,NA,Miles de pesos (M$)
43401,1240286,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,¿TRÁFICO ILÍCITO DE MIGRANTES O CRIMINALIZACIÓN DE LA IRREGULARIDAD? LA REORGANIZACIÓN DEL CONTROL FRONTERIZO Y SUS EFECTOS EN EL INGRESO Y TRASLADO DE MIGRANTES IRREGULARES POR EL NORTE DE CHILE (2011-2023).,CIENCIAS SOCIALES,NA,SOCIOLOGIA CS I,48,PERSONA NATURAL,ROMINA CAROLINA RAMOS RODRIGUEZ,MUJER,UNIVERSIDAD ARTURO PRAT,NORTE,REGIÓN DE TARAPACÁ,129488,NA,Miles de pesos (M$)
43402,1240289,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,DESIGN AND SYNTHESIS OF BENZOIC ACID DERIVATIVES AS TRPC6 CHANNEL AGONISTS: POTENTIAL DRUGS FOR THE TREATMENT OF AUTISM SPECTRUM DISORDERS.,CIENCIAS NATURALES,NA,QUIMICA 2,48,PERSONA NATURAL,JAIME ALBERTO MELLA RAIPAN,HOMBRE,UNIVERSIDAD DE VALPARAÍSO,CENTRO,REGIÓN DE VALPARAÍSO,229130,NA,Miles de pesos (M$)
43403,1240298,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,"DEVELOPMENT OF LIGHTWEIGHT BIOCOMPOSITE NON-STRUCTURAL MATERIALS FOR LOW-CARBON AND ENERGY-EFFICIENT MODULAR HOUSING: THERMAL, MECHANICAL, AND DURABILITY ASSESSMENT",INGENIERIA Y TECNOLOGIA,NA,INGENIERIA 1,48,PERSONA NATURAL,MARCELO ANDRES GONZALEZ HORMAZABAL,HOMBRE,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,192706,NA,Miles de pesos (M$)
43404,1240308,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,ON SOME NEW SPATIAL MODELS,CIENCIAS NATURALES,NA,MATEMATICAS,48,PERSONA NATURAL,MORENO  BEVILACQUA,HOMBRE,UNIVERSIDAD ADOLFO IBÁÑEZ,RM,REGIÓN METROPOLITANA DE SANTIAGO,98810,NA,Miles de pesos (M$)
43405,1240314,PROYECTOS DE INVESTIGACION,NA,REGULAR,REGULAR,2023,2024,FOREST FIRES INDUCED CHANGES IN WATER AND SEDIMENT CONNECTIVITY AND ROUTING IN FORESTED CATCHMENTS,CIENCIAS NATURALES,NA,GEOGRAFIA Y URBANISM,48,PERSONA NATURAL,ANDRES BERNARDO IROUME ARRAU,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGIÓN DE LOS RÍOS,190298,NA,Miles de pesos (M$)
